instance=54,n=100,m=50,d=5,type=B1
BinType:1 cost=1063
Link794: itemNo1=40, itemNo2=93, cost=56
Link795: itemNo1=40, itemNo2=96, cost=9
Link796: itemNo1=40, itemNo2=100, cost=28
Link797: itemNo1=41, itemNo2=1, cost=53
Link798: itemNo1=41, itemNo2=10, cost=69
Link799: itemNo1=41, itemNo2=14, cost=40
Link800: itemNo1=41, itemNo2=17, cost=86
Link801: itemNo1=41, itemNo2=19, cost=4
Link802: itemNo1=41, itemNo2=20, cost=71
Link803: itemNo1=41, itemNo2=24, cost=53
Link804: itemNo1=41, itemNo2=26, cost=29
Link805: itemNo1=41, itemNo2=33, cost=12
Link806: itemNo1=41, itemNo2=35, cost=55
Link807: itemNo1=41, itemNo2=52, cost=37
Link808: itemNo1=41, itemNo2=56, cost=13
Link809: itemNo1=41, itemNo2=62, cost=7
Link810: itemNo1=41, itemNo2=64, cost=71
Link811: itemNo1=41, itemNo2=67, cost=10
Link812: itemNo1=41, itemNo2=70, cost=82
Link813: itemNo1=41, itemNo2=75, cost=73
Link814: itemNo1=41, itemNo2=80, cost=58
Link815: itemNo1=41, itemNo2=90, cost=33
Link816: itemNo1=41, itemNo2=97, cost=31
Link817: itemNo1=42, itemNo2=6, cost=4
Link818: itemNo1=42, itemNo2=17, cost=79
Link819: itemNo1=42, itemNo2=18, cost=46
Link820: itemNo1=42, itemNo2=36, cost=40
Link821: itemNo1=42, itemNo2=41, cost=66
Link822: itemNo1=42, itemNo2=43, cost=64
Link823: itemNo1=42, itemNo2=45, cost=79
Link824: itemNo1=42, itemNo2=46, cost=9
Link825: itemNo1=42, itemNo2=52, cost=66
Link826: itemNo1=42, itemNo2=61, cost=71
Link827: itemNo1=42, itemNo2=63, cost=36
Link828: itemNo1=42, itemNo2=66, cost=11
Link829: itemNo1=42, itemNo2=73, cost=43
Link830: itemNo1=42, itemNo2=88, cost=72
Link831: itemNo1=42, itemNo2=93, cost=61
Link832: itemNo1=42, itemNo2=100, cost=41
Link833: itemNo1=43, itemNo2=8, cost=81
Link834: itemNo1=43, itemNo2=9, cost=84
Link835: itemNo1=43, itemNo2=15, cost=70
Link836: itemNo1=43, itemNo2=16, cost=68
Link837: itemNo1=43, itemNo2=18, cost=34
Link838: itemNo1=43, itemNo2=20, cost=42
Link839: itemNo1=43, itemNo2=22, cost=34
Link840: itemNo1=43, itemNo2=27, cost=81
Link841: itemNo1=43, itemNo2=30, cost=86
Link842: itemNo1=43, itemNo2=35, cost=64
Link843: itemNo1=43, itemNo2=41, cost=66
Link844: itemNo1=43, itemNo2=45, cost=19
Link845: itemNo1=43, itemNo2=51, cost=67
Link846: itemNo1=43, itemNo2=52, cost=85
Link847: itemNo1=43, itemNo2=55, cost=55
Link848: itemNo1=43, itemNo2=56, cost=46
Link849: itemNo1=43, itemNo2=57, cost=85
Link850: itemNo1=43, itemNo2=59, cost=40
Link851: itemNo1=43, itemNo2=60, cost=9
Link852: itemNo1=43, itemNo2=64, cost=58
Link853: itemNo1=43, itemNo2=69, cost=62
Link854: itemNo1=43, itemNo2=75, cost=97
Link855: itemNo1=43, itemNo2=76, cost=43
Link856: itemNo1=43, itemNo2=78, cost=45
Link857: itemNo1=43, itemNo2=79, cost=75
Link858: itemNo1=43, itemNo2=83, cost=21
Link859: itemNo1=43, itemNo2=86, cost=57
Link860: itemNo1=43, itemNo2=88, cost=69
Link861: itemNo1=43, itemNo2=89, cost=95
Link862: itemNo1=43, itemNo2=97, cost=67
Link863: itemNo1=44, itemNo2=1, cost=7
Link864: itemNo1=44, itemNo2=10, cost=30
Link865: itemNo1=44, itemNo2=15, cost=91
Link866: itemNo1=44, itemNo2=17, cost=13
Link867: itemNo1=44, itemNo2=20, cost=93
Link868: itemNo1=44, itemNo2=21, cost=7
Link869: itemNo1=44, itemNo2=26, cost=91
Link870: itemNo1=44, itemNo2=27, cost=76
Link871: itemNo1=44, itemNo2=41, cost=59
Link872: itemNo1=44, itemNo2=46, cost=63
Link873: itemNo1=44, itemNo2=48, cost=50
Link874: itemNo1=44, itemNo2=57, cost=57
Link875: itemNo1=44, itemNo2=61, cost=58
Link876: itemNo1=44, itemNo2=70, cost=76
Link877: itemNo1=44, itemNo2=72, cost=68
Link878: itemNo1=44, itemNo2=73, cost=7
Link879: itemNo1=44, itemNo2=79, cost=56
Link880: itemNo1=44, itemNo2=80, cost=50
Link881: itemNo1=44, itemNo2=81, cost=61
Link882: itemNo1=44, itemNo2=86, cost=8
Link883: itemNo1=44, itemNo2=92, cost=7
Link884: itemNo1=44, itemNo2=93, cost=74
Link885: itemNo1=44, itemNo2=95, cost=26
Link886: itemNo1=45, itemNo2=6, cost=38
Link887: itemNo1=45, itemNo2=9, cost=50
Link888: itemNo1=45, itemNo2=13, cost=63
Link889: itemNo1=45, itemNo2=16, cost=75
Link890: itemNo1=45, itemNo2=23, cost=8
Link891: itemNo1=45, itemNo2=25, cost=23
Link892: itemNo1=45, itemNo2=27, cost=50
Link893: itemNo1=45, itemNo2=40, cost=30
Link894: itemNo1=45, itemNo2=42, cost=83
Link895: itemNo1=45, itemNo2=50, cost=5
Link896: itemNo1=45, itemNo2=59, cost=76
Link897: itemNo1=45, itemNo2=62, cost=68
Link898: itemNo1=45, itemNo2=63, cost=1
Link899: itemNo1=45, itemNo2=69, cost=87
Link900: itemNo1=45, itemNo2=85, cost=49
Link901: itemNo1=45, itemNo2=92, cost=73
Link902: itemNo1=45, itemNo2=100, cost=83
Link903: itemNo1=46, itemNo2=4, cost=95
Link904: itemNo1=46, itemNo2=13, cost=58
Link905: itemNo1=46, itemNo2=22, cost=18
Link906: itemNo1=46, itemNo2=31, cost=47
Link907: itemNo1=46, itemNo2=43, cost=63
Link908: itemNo1=46, itemNo2=50, cost=4
Link909: itemNo1=46, itemNo2=58, cost=60
Link910: itemNo1=46, itemNo2=64, cost=15
Link911: itemNo1=46, itemNo2=76, cost=53
Link912: itemNo1=46, itemNo2=83, cost=21
Link913: itemNo1=46, itemNo2=92, cost=61
Link914: itemNo1=46, itemNo2=93, cost=44
Link915: itemNo1=46, itemNo2=100, cost=69
Link916: itemNo1=47, itemNo2=1, cost=56
Link917: itemNo1=47, itemNo2=2, cost=23
Link918: itemNo1=47, itemNo2=4, cost=12
Link919: itemNo1=47, itemNo2=17, cost=86
Link920: itemNo1=47, itemNo2=28, cost=33
Link921: itemNo1=47, itemNo2=30, cost=31
Link922: itemNo1=47, itemNo2=32, cost=84
Link923: itemNo1=47, itemNo2=37, cost=2
Link924: itemNo1=47, itemNo2=38, cost=66
Link925: itemNo1=47, itemNo2=45, cost=25
Link926: itemNo1=47, itemNo2=55, cost=78
Link927: itemNo1=47, itemNo2=60, cost=80
Link928: itemNo1=47, itemNo2=71, cost=76
Link929: itemNo1=47, itemNo2=76, cost=20
Link930: itemNo1=47, itemNo2=77, cost=1
Link931: itemNo1=47, itemNo2=81, cost=43
Link932: itemNo1=47, itemNo2=91, cost=79
Link933: itemNo1=47, itemNo2=93, cost=64
Link934: itemNo1=47, itemNo2=94, cost=27
Link935: itemNo1=47, itemNo2=95, cost=78
Link936: itemNo1=47, itemNo2=99, cost=94
Link937: itemNo1=48, itemNo2=5, cost=16
Link938: itemNo1=48, itemNo2=10, cost=3
Link939: itemNo1=48, itemNo2=18, cost=50
Link940: itemNo1=48, itemNo2=22, cost=98
Link941: itemNo1=48, itemNo2=23, cost=17
Link942: itemNo1=48, itemNo2=27, cost=78
Link943: itemNo1=48, itemNo2=39, cost=75
Link944: itemNo1=48, itemNo2=43, cost=49
Link945: itemNo1=48, itemNo2=44, cost=73
Link946: itemNo1=48, itemNo2=47, cost=57
Link947: itemNo1=48, itemNo2=50, cost=3
Link948: itemNo1=48, itemNo2=52, cost=26
Link949: itemNo1=48, itemNo2=54, cost=71
Link950: itemNo1=48, itemNo2=58, cost=70
Link951: itemNo1=48, itemNo2=61, cost=59
Link952: itemNo1=48, itemNo2=68, cost=78
Link953: itemNo1=48, itemNo2=71, cost=59
Link954: itemNo1=48, itemNo2=73, cost=81
Link955: itemNo1=48, itemNo2=89, cost=59
Link956: itemNo1=48, itemNo2=96, cost=50
Link957: itemNo1=49, itemNo2=6, cost=91
Link958: itemNo1=49, itemNo2=12, cost=41
Link959: itemNo1=49, itemNo2=18, cost=24
Link960: itemNo1=49, itemNo2=19, cost=74
Link961: itemNo1=49, itemNo2=20, cost=33
Link962: itemNo1=49, itemNo2=21, cost=24
Link963: itemNo1=49, itemNo2=25, cost=81
Link964: itemNo1=49, itemNo2=37, cost=28
Link965: itemNo1=49, itemNo2=40, cost=85
Link966: itemNo1=49, itemNo2=55, cost=21
Link967: itemNo1=49, itemNo2=56, cost=12
Link968: itemNo1=49, itemNo2=58, cost=41
Link969: itemNo1=49, itemNo2=62, cost=87
Link970: itemNo1=49, itemNo2=66, cost=80
Link971: itemNo1=49, itemNo2=75, cost=29
Link972: itemNo1=49, itemNo2=93, cost=87
Link973: itemNo1=49, itemNo2=96, cost=94
Link974: itemNo1=49, itemNo2=97, cost=8
Link975: itemNo1=49, itemNo2=98, cost=4
Link976: itemNo1=50, itemNo2=2, cost=14
Link977: itemNo1=50, itemNo2=5, cost=2
Link978: itemNo1=50, itemNo2=15, cost=68
Link979: itemNo1=50, itemNo2=17, cost=44
Link980: itemNo1=50, itemNo2=33, cost=74
Link981: itemNo1=50, itemNo2=34, cost=22
Link982: itemNo1=50, itemNo2=42, cost=56
Link983: itemNo1=50, itemNo2=46, cost=22
Link984: itemNo1=50, itemNo2=53, cost=16
Link985: itemNo1=50, itemNo2=55, cost=2
Link986: itemNo1=50, itemNo2=56, cost=47
Link987: itemNo1=50, itemNo2=59, cost=46
Link988: itemNo1=50, itemNo2=63, cost=75
Link989: itemNo1=50, itemNo2=66, cost=35
Link990: itemNo1=50, itemNo2=68, cost=18
Link991: itemNo1=50, itemNo2=69, cost=55
Link992: itemNo1=50, itemNo2=70, cost=13
Link993: itemNo1=50, itemNo2=73, cost=51
Link994: itemNo1=50, itemNo2=76, cost=8
Link995: itemNo1=50, itemNo2=81, cost=10
Link996: itemNo1=50, itemNo2=82, cost=77
Link997: itemNo1=50, itemNo2=84, cost=26
Link998: itemNo1=50, itemNo2=85, cost=7
Link999: itemNo1=50, itemNo2=92, cost=37
Link1000: itemNo1=51, itemNo2=1, cost=30
Link1001: itemNo1=51, itemNo2=2, cost=19
Link1002: itemNo1=51, itemNo2=4, cost=7
Link1003: itemNo1=51, itemNo2=11, cost=52
Link1004: itemNo1=51, itemNo2=15, cost=19
Link1005: itemNo1=51, itemNo2=17, cost=59
Link1006: itemNo1=51, itemNo2=18, cost=5
Link1007: itemNo1=51, itemNo2=19, cost=57
Link1008: itemNo1=51, itemNo2=26, cost=11
Link1009: itemNo1=51, itemNo2=36, cost=90
Link1010: itemNo1=51, itemNo2=39, cost=23
Link1011: itemNo1=51, itemNo2=41, cost=9
Link1012: itemNo1=51, itemNo2=45, cost=54
Link1013: itemNo1=51, itemNo2=48, cost=79
Link1014: itemNo1=51, itemNo2=49, cost=46
Link1015: itemNo1=51, itemNo2=60, cost=73
Link1016: itemNo1=51, itemNo2=66, cost=97
Link1017: itemNo1=51, itemNo2=70, cost=92
Link1018: itemNo1=51, itemNo2=71, cost=36
Link1019: itemNo1=51, itemNo2=72, cost=41
Link1020: itemNo1=51, itemNo2=79, cost=4
Link1021: itemNo1=51, itemNo2=82, cost=29
Link1022: itemNo1=51, itemNo2=83, cost=54
Link1023: itemNo1=51, itemNo2=84, cost=62
Link1024: itemNo1=51, itemNo2=85, cost=56
Link1025: itemNo1=51, itemNo2=86, cost=3
Link1026: itemNo1=51, itemNo2=90, cost=14
Link1027: itemNo1=51, itemNo2=100, cost=24
Link1028: itemNo1=52, itemNo2=8, cost=31
Link1029: itemNo1=52, itemNo2=13, cost=66
Link1030: itemNo1=52, itemNo2=15, cost=19
Link1031: itemNo1=52, itemNo2=17, cost=15
Link1032: itemNo1=52, itemNo2=18, cost=33
Link1033: itemNo1=52, itemNo2=21, cost=69
Link1034: itemNo1=52, itemNo2=28, cost=75
Link1035: itemNo1=52, itemNo2=37, cost=60
Link1036: itemNo1=52, itemNo2=38, cost=86
Link1037: itemNo1=52, itemNo2=41, cost=7
Link1038: itemNo1=52, itemNo2=43, cost=39
Link1039: itemNo1=52, itemNo2=49, cost=74
Link1040: itemNo1=52, itemNo2=55, cost=68
Link1041: itemNo1=52, itemNo2=57, cost=34
Link1042: itemNo1=52, itemNo2=66, cost=60
Link1043: itemNo1=52, itemNo2=68, cost=88
Link1044: itemNo1=52, itemNo2=74, cost=46
Link1045: itemNo1=52, itemNo2=82, cost=65
Link1046: itemNo1=52, itemNo2=89, cost=96
Link1047: itemNo1=53, itemNo2=3, cost=44
Link1048: itemNo1=53, itemNo2=5, cost=63
Link1049: itemNo1=53, itemNo2=23, cost=91
Link1050: itemNo1=53, itemNo2=32, cost=82
Link1051: itemNo1=53, itemNo2=36, cost=84
Link1052: itemNo1=53, itemNo2=39, cost=59
Link1053: itemNo1=53, itemNo2=44, cost=3
Link1054: itemNo1=53, itemNo2=45, cost=59
Link1055: itemNo1=53, itemNo2=48, cost=81
Link1056: itemNo1=53, itemNo2=49, cost=57
Link1057: itemNo1=53, itemNo2=52, cost=26
Link1058: itemNo1=53, itemNo2=54, cost=34
Link1059: itemNo1=53, itemNo2=60, cost=36
Link1060: itemNo1=53, itemNo2=61, cost=84
Link1061: itemNo1=53, itemNo2=66, cost=63
Link1062: itemNo1=53, itemNo2=69, cost=23
Link1063: itemNo1=53, itemNo2=73, cost=40
Link1064: itemNo1=53, itemNo2=86, cost=67
Link1065: itemNo1=53, itemNo2=94, cost=35
Link1066: itemNo1=54, itemNo2=2, cost=61
Link1067: itemNo1=54, itemNo2=6, cost=56
Link1068: itemNo1=54, itemNo2=9, cost=48
Link1069: itemNo1=54, itemNo2=12, cost=45
Link1070: itemNo1=54, itemNo2=25, cost=62
Link1071: itemNo1=54, itemNo2=33, cost=66
Link1072: itemNo1=54, itemNo2=36, cost=89
Link1073: itemNo1=54, itemNo2=40, cost=99
Link1074: itemNo1=54, itemNo2=41, cost=95
Link1075: itemNo1=54, itemNo2=45, cost=84
Link1076: itemNo1=54, itemNo2=46, cost=81
Link1077: itemNo1=54, itemNo2=51, cost=16
Link1078: itemNo1=54, itemNo2=59, cost=37
Link1079: itemNo1=54, itemNo2=61, cost=3
Link1080: itemNo1=54, itemNo2=72, cost=77
Link1081: itemNo1=54, itemNo2=74, cost=82
Link1082: itemNo1=54, itemNo2=75, cost=36
Link1083: itemNo1=54, itemNo2=77, cost=81
Link1084: itemNo1=54, itemNo2=80, cost=18
Link1085: itemNo1=54, itemNo2=82, cost=34
Link1086: itemNo1=54, itemNo2=85, cost=71
Link1087: itemNo1=54, itemNo2=86, cost=81
Link1088: itemNo1=54, itemNo2=89, cost=55
Link1089: itemNo1=54, itemNo2=100, cost=67
Link1090: itemNo1=55, itemNo2=5, cost=33
Link1091: itemNo1=55, itemNo2=10, cost=74
Link1092: itemNo1=55, itemNo2=15, cost=60
Link1093: itemNo1=55, itemNo2=17, cost=69
Link1094: itemNo1=55, itemNo2=31, cost=49
Link1095: itemNo1=55, itemNo2=36, cost=3
Link1096: itemNo1=55, itemNo2=38, cost=96
Link1097: itemNo1=55, itemNo2=40, cost=39
Link1098: itemNo1=55, itemNo2=44, cost=76
Link1099: itemNo1=55, itemNo2=48, cost=65
Link1100: itemNo1=55, itemNo2=50, cost=6
Link1101: itemNo1=55, itemNo2=52, cost=35
Link1102: itemNo1=55, itemNo2=56, cost=42
Link1103: itemNo1=55, itemNo2=60, cost=94
Link1104: itemNo1=55, itemNo2=70, cost=28
Link1105: itemNo1=55, itemNo2=73, cost=51
Link1106: itemNo1=55, itemNo2=85, cost=85
Link1107: itemNo1=55, itemNo2=89, cost=43
Link1108: itemNo1=55, itemNo2=90, cost=93
Link1109: itemNo1=55, itemNo2=94, cost=98
Link1110: itemNo1=56, itemNo2=10, cost=67
Link1111: itemNo1=56, itemNo2=12, cost=40
Link1112: itemNo1=56, itemNo2=17, cost=26
Link1113: itemNo1=56, itemNo2=20, cost=37
Link1114: itemNo1=56, itemNo2=23, cost=36
Link1115: itemNo1=56, itemNo2=26, cost=60
Link1116: itemNo1=56, itemNo2=27, cost=20
Link1117: itemNo1=56, itemNo2=29, cost=54
Link1118: itemNo1=56, itemNo2=30, cost=43
Link1119: itemNo1=56, itemNo2=33, cost=76
Link1120: itemNo1=56, itemNo2=36, cost=94
Link1121: itemNo1=56, itemNo2=37, cost=56
Link1122: itemNo1=56, itemNo2=40, cost=4
Link1123: itemNo1=56, itemNo2=48, cost=53
Link1124: itemNo1=56, itemNo2=52, cost=33
Link1125: itemNo1=56, itemNo2=54, cost=41
Link1126: itemNo1=56, itemNo2=57, cost=61
Link1127: itemNo1=56, itemNo2=68, cost=17
Link1128: itemNo1=56, itemNo2=70, cost=64
Link1129: itemNo1=56, itemNo2=74, cost=62
Link1130: itemNo1=56, itemNo2=75, cost=51
Link1131: itemNo1=56, itemNo2=81, cost=83
Link1132: itemNo1=56, itemNo2=86, cost=12
Link1133: itemNo1=57, itemNo2=1, cost=34
Link1134: itemNo1=57, itemNo2=2, cost=52
Link1135: itemNo1=57, itemNo2=4, cost=16
Link1136: itemNo1=57, itemNo2=10, cost=81
Link1137: itemNo1=57, itemNo2=12, cost=91
Link1138: itemNo1=57, itemNo2=13, cost=94
Link1139: itemNo1=57, itemNo2=14, cost=24
Link1140: itemNo1=57, itemNo2=15, cost=54
Link1141: itemNo1=57, itemNo2=17, cost=61
Link1142: itemNo1=57, itemNo2=20, cost=60
Link1143: itemNo1=57, itemNo2=22, cost=81
Link1144: itemNo1=57, itemNo2=25, cost=36
Link1145: itemNo1=57, itemNo2=26, cost=66
Link1146: itemNo1=57, itemNo2=28, cost=38
Link1147: itemNo1=57, itemNo2=32, cost=51
Link1148: itemNo1=57, itemNo2=34, cost=63
Link1149: itemNo1=57, itemNo2=36, cost=64
Link1150: itemNo1=57, itemNo2=39, cost=22
Link1151: itemNo1=57, itemNo2=44, cost=35
Link1152: itemNo1=57, itemNo2=52, cost=1
Link1153: itemNo1=57, itemNo2=55, cost=3
Link1154: itemNo1=57, itemNo2=56, cost=46
Link1155: itemNo1=57, itemNo2=61, cost=49
Link1156: itemNo1=57, itemNo2=65, cost=98
Link1157: itemNo1=57, itemNo2=68, cost=66
Link1158: itemNo1=57, itemNo2=73, cost=68
Link1159: itemNo1=57, itemNo2=75, cost=23
Link1160: itemNo1=57, itemNo2=82, cost=56
Link1161: itemNo1=57, itemNo2=83, cost=41
Link1162: itemNo1=57, itemNo2=84, cost=20
Link1163: itemNo1=57, itemNo2=85, cost=75
Link1164: itemNo1=57, itemNo2=97, cost=20
Link1165: itemNo1=58, itemNo2=2, cost=5
Link1166: itemNo1=58, itemNo2=6, cost=90
Link1167: itemNo1=58, itemNo2=7, cost=31
Link1168: itemNo1=58, itemNo2=9, cost=2
Link1169: itemNo1=58, itemNo2=10, cost=37
Link1170: itemNo1=58, itemNo2=20, cost=65
Link1171: itemNo1=58, itemNo2=22, cost=16
Link1172: itemNo1=58, itemNo2=27, cost=20
Link1173: itemNo1=58, itemNo2=35, cost=44
Link1174: itemNo1=58, itemNo2=38, cost=34
Link1175: itemNo1=58, itemNo2=43, cost=56
Link1176: itemNo1=58, itemNo2=46, cost=35
Link1177: itemNo1=58, itemNo2=54, cost=82
Link1178: itemNo1=58, itemNo2=56, cost=31
Link1179: itemNo1=58, itemNo2=57, cost=86
Link1180: itemNo1=58, itemNo2=66, cost=23
Link1181: itemNo1=58, itemNo2=69, cost=19
Link1182: itemNo1=58, itemNo2=70, cost=38
Link1183: itemNo1=58, itemNo2=81, cost=94
Link1184: itemNo1=58, itemNo2=94, cost=93
Link1185: itemNo1=58, itemNo2=97, cost=86
Link1186: itemNo1=59, itemNo2=4, cost=88
Link1187: itemNo1=59, itemNo2=10, cost=10
Link1188: itemNo1=59, itemNo2=11, cost=63
Link1189: itemNo1=59, itemNo2=13, cost=53
Link1190: itemNo1=59, itemNo2=19, cost=44
Link1191: itemNo1=59, itemNo2=24, cost=31
Link1192: itemNo1=59, itemNo2=25, cost=90
Link1193: itemNo1=59, itemNo2=40, cost=22
Link1194: itemNo1=59, itemNo2=41, cost=29
Link1195: itemNo1=59, itemNo2=46, cost=33
Link1196: itemNo1=59, itemNo2=50, cost=34
Link1197: itemNo1=59, itemNo2=52, cost=97
Link1198: itemNo1=59, itemNo2=57, cost=22
Link1199: itemNo1=59, itemNo2=60, cost=59
Link1200: itemNo1=59, itemNo2=61, cost=56
Link1201: itemNo1=59, itemNo2=65, cost=24
Link1202: itemNo1=59, itemNo2=71, cost=62
Link1203: itemNo1=59, itemNo2=74, cost=13
Link1204: itemNo1=59, itemNo2=80, cost=63
Link1205: itemNo1=59, itemNo2=83, cost=81
Link1206: itemNo1=59, itemNo2=86, cost=37
Link1207: itemNo1=59, itemNo2=90, cost=37
Link1208: itemNo1=59, itemNo2=96, cost=4
Link1209: itemNo1=59, itemNo2=100, cost=20
Link1210: itemNo1=60, itemNo2=1, cost=76
Link1211: itemNo1=60, itemNo2=4, cost=61
Link1212: itemNo1=60, itemNo2=5, cost=45
Link1213: itemNo1=60, itemNo2=9, cost=29
Link1214: itemNo1=60, itemNo2=24, cost=72
Link1215: itemNo1=60, itemNo2=31, cost=17
Link1216: itemNo1=60, itemNo2=34, cost=63
Link1217: itemNo1=60, itemNo2=40, cost=24
Link1218: itemNo1=60, itemNo2=42, cost=60
Link1219: itemNo1=60, itemNo2=52, cost=78
Link1220: itemNo1=60, itemNo2=53, cost=38
Link1221: itemNo1=60, itemNo2=61, cost=96
Link1222: itemNo1=60, itemNo2=62, cost=74
Link1223: itemNo1=60, itemNo2=67, cost=26
Link1224: itemNo1=60, itemNo2=71, cost=92
Link1225: itemNo1=60, itemNo2=87, cost=85
Link1226: itemNo1=60, itemNo2=90, cost=27
Link1227: itemNo1=60, itemNo2=92, cost=10
Link1228: itemNo1=60, itemNo2=97, cost=98
Link1229: itemNo1=61, itemNo2=3, cost=20
Link1230: itemNo1=61, itemNo2=7, cost=99
Link1231: itemNo1=61, itemNo2=15, cost=3
Link1232: itemNo1=61, itemNo2=22, cost=1
Link1233: itemNo1=61, itemNo2=24, cost=59
Link1234: itemNo1=61, itemNo2=27, cost=93
Link1235: itemNo1=61, itemNo2=31, cost=92
Link1236: itemNo1=61, itemNo2=39, cost=51
Link1237: itemNo1=61, itemNo2=51, cost=52
Link1238: itemNo1=61, itemNo2=52, cost=82
Link1239: itemNo1=61, itemNo2=57, cost=99
Link1240: itemNo1=61, itemNo2=58, cost=33
Link1241: itemNo1=61, itemNo2=62, cost=49
Link1242: itemNo1=61, itemNo2=63, cost=90
Link1243: itemNo1=61, itemNo2=68, cost=33
Link1244: itemNo1=61, itemNo2=79, cost=40
Link1245: itemNo1=61, itemNo2=85, cost=28
Link1246: itemNo1=61, itemNo2=86, cost=9
Link1247: itemNo1=61, itemNo2=88, cost=11
Link1248: itemNo1=61, itemNo2=91, cost=95
Link1249: itemNo1=61, itemNo2=93, cost=2
Link1250: itemNo1=62, itemNo2=4, cost=85
Link1251: itemNo1=62, itemNo2=11, cost=31
Link1252: itemNo1=62, itemNo2=16, cost=1
Link1253: itemNo1=62, itemNo2=17, cost=74
Link1254: itemNo1=62, itemNo2=20, cost=74
Link1255: itemNo1=62, itemNo2=23, cost=44
Link1256: itemNo1=62, itemNo2=26, cost=68
Link1257: itemNo1=62, itemNo2=41, cost=16
Link1258: itemNo1=62, itemNo2=47, cost=3
Link1259: itemNo1=62, itemNo2=52, cost=65
Link1260: itemNo1=62, itemNo2=56, cost=85
Link1261: itemNo1=62, itemNo2=57, cost=79
Link1262: itemNo1=62, itemNo2=74, cost=55
Link1263: itemNo1=62, itemNo2=79, cost=84
Link1264: itemNo1=62, itemNo2=81, cost=22
Link1265: itemNo1=62, itemNo2=99, cost=9
Link1266: itemNo1=63, itemNo2=4, cost=90
Link1267: itemNo1=63, itemNo2=15, cost=49
Link1268: itemNo1=63, itemNo2=26, cost=28
Link1269: itemNo1=63, itemNo2=29, cost=17
Link1270: itemNo1=63, itemNo2=39, cost=94
Link1271: itemNo1=63, itemNo2=40, cost=12
Link1272: itemNo1=63, itemNo2=43, cost=46
Link1273: itemNo1=63, itemNo2=45, cost=48
Link1274: itemNo1=63, itemNo2=52, cost=14
Link1275: itemNo1=63, itemNo2=56, cost=20
Link1276: itemNo1=63, itemNo2=57, cost=14
Link1277: itemNo1=63, itemNo2=62, cost=40
Link1278: itemNo1=63, itemNo2=74, cost=34
Link1279: itemNo1=63, itemNo2=75, cost=92
Link1280: itemNo1=63, itemNo2=78, cost=28
Link1281: itemNo1=63, itemNo2=88, cost=51
Link1282: itemNo1=63, itemNo2=90, cost=4
Link1283: itemNo1=63, itemNo2=95, cost=28
Link1284: itemNo1=64, itemNo2=7, cost=81
Link1285: itemNo1=64, itemNo2=10, cost=36
Link1286: itemNo1=64, itemNo2=11, cost=68
Link1287: itemNo1=64, itemNo2=25, cost=69
Link1288: itemNo1=64, itemNo2=37, cost=87
Link1289: itemNo1=64, itemNo2=47, cost=11
Link1290: itemNo1=64, itemNo2=59, cost=94
Link1291: itemNo1=64, itemNo2=60, cost=9
Link1292: itemNo1=64, itemNo2=63, cost=64
Link1293: itemNo1=64, itemNo2=65, cost=15
Link1294: itemNo1=64, itemNo2=66, cost=37
Link1295: itemNo1=64, itemNo2=67, cost=6
Link1296: itemNo1=64, itemNo2=73, cost=77
Link1297: itemNo1=64, itemNo2=91, cost=17
Link1298: itemNo1=64, itemNo2=94, cost=45
Link1299: itemNo1=64, itemNo2=96, cost=46
Link1300: itemNo1=65, itemNo2=5, cost=35
Link1301: itemNo1=65, itemNo2=7, cost=58
Link1302: itemNo1=65, itemNo2=14, cost=90
Link1303: itemNo1=65, itemNo2=16, cost=55
Link1304: itemNo1=65, itemNo2=17, cost=93
Link1305: itemNo1=65, itemNo2=24, cost=49
Link1306: itemNo1=65, itemNo2=30, cost=38
Link1307: itemNo1=65, itemNo2=32, cost=13
Link1308: itemNo1=65, itemNo2=34, cost=3
Link1309: itemNo1=65, itemNo2=37, cost=1
Link1310: itemNo1=65, itemNo2=38, cost=36
Link1311: itemNo1=65, itemNo2=39, cost=11
Link1312: itemNo1=65, itemNo2=45, cost=81
Link1313: itemNo1=65, itemNo2=46, cost=23
Link1314: itemNo1=65, itemNo2=49, cost=50
Link1315: itemNo1=65, itemNo2=54, cost=94
Link1316: itemNo1=65, itemNo2=68, cost=30
Link1317: itemNo1=65, itemNo2=74, cost=70
Link1318: itemNo1=65, itemNo2=77, cost=24
Link1319: itemNo1=65, itemNo2=80, cost=49
Link1320: itemNo1=65, itemNo2=84, cost=83
Link1321: itemNo1=65, itemNo2=93, cost=91
Link1322: itemNo1=65, itemNo2=97, cost=18
Link1323: itemNo1=65, itemNo2=99, cost=84
Link1324: itemNo1=66, itemNo2=2, cost=54
Link1325: itemNo1=66, itemNo2=4, cost=92
Link1326: itemNo1=66, itemNo2=9, cost=79
Link1327: itemNo1=66, itemNo2=11, cost=64
Link1328: itemNo1=66, itemNo2=13, cost=77
Link1329: itemNo1=66, itemNo2=14, cost=88
Link1330: itemNo1=66, itemNo2=16, cost=5
Link1331: itemNo1=66, itemNo2=18, cost=37
Link1332: itemNo1=66, itemNo2=20, cost=45
Link1333: itemNo1=66, itemNo2=35, cost=23
Link1334: itemNo1=66, itemNo2=40, cost=70
Link1335: itemNo1=66, itemNo2=46, cost=34
Link1336: itemNo1=66, itemNo2=50, cost=19
Link1337: itemNo1=66, itemNo2=54, cost=63
Link1338: itemNo1=66, itemNo2=56, cost=48
