instance=81,n=200,m=50,d=3,type=B2
BinType:1 cost=412
Link3348: itemNo1=85, itemNo2=78, cost=11
Link3349: itemNo1=85, itemNo2=79, cost=4
Link3350: itemNo1=85, itemNo2=80, cost=21
Link3351: itemNo1=85, itemNo2=87, cost=93
Link3352: itemNo1=85, itemNo2=100, cost=80
Link3353: itemNo1=85, itemNo2=103, cost=29
Link3354: itemNo1=85, itemNo2=113, cost=39
Link3355: itemNo1=85, itemNo2=115, cost=29
Link3356: itemNo1=85, itemNo2=127, cost=92
Link3357: itemNo1=85, itemNo2=129, cost=30
Link3358: itemNo1=85, itemNo2=132, cost=51
Link3359: itemNo1=85, itemNo2=146, cost=57
Link3360: itemNo1=85, itemNo2=147, cost=8
Link3361: itemNo1=85, itemNo2=149, cost=56
Link3362: itemNo1=85, itemNo2=153, cost=19
Link3363: itemNo1=85, itemNo2=156, cost=18
Link3364: itemNo1=85, itemNo2=166, cost=71
Link3365: itemNo1=85, itemNo2=171, cost=79
Link3366: itemNo1=85, itemNo2=176, cost=40
Link3367: itemNo1=85, itemNo2=181, cost=77
Link3368: itemNo1=85, itemNo2=182, cost=11
Link3369: itemNo1=85, itemNo2=195, cost=16
Link3370: itemNo1=85, itemNo2=196, cost=92
Link3371: itemNo1=86, itemNo2=4, cost=64
Link3372: itemNo1=86, itemNo2=5, cost=58
Link3373: itemNo1=86, itemNo2=7, cost=53
Link3374: itemNo1=86, itemNo2=9, cost=9
Link3375: itemNo1=86, itemNo2=12, cost=48
Link3376: itemNo1=86, itemNo2=13, cost=58
Link3377: itemNo1=86, itemNo2=15, cost=78
Link3378: itemNo1=86, itemNo2=23, cost=82
Link3379: itemNo1=86, itemNo2=29, cost=9
Link3380: itemNo1=86, itemNo2=31, cost=56
Link3381: itemNo1=86, itemNo2=32, cost=85
Link3382: itemNo1=86, itemNo2=47, cost=12
Link3383: itemNo1=86, itemNo2=50, cost=42
Link3384: itemNo1=86, itemNo2=61, cost=15
Link3385: itemNo1=86, itemNo2=67, cost=26
Link3386: itemNo1=86, itemNo2=69, cost=78
Link3387: itemNo1=86, itemNo2=72, cost=57
Link3388: itemNo1=86, itemNo2=75, cost=42
Link3389: itemNo1=86, itemNo2=77, cost=34
Link3390: itemNo1=86, itemNo2=84, cost=1
Link3391: itemNo1=86, itemNo2=89, cost=81
Link3392: itemNo1=86, itemNo2=95, cost=44
Link3393: itemNo1=86, itemNo2=96, cost=72
Link3394: itemNo1=86, itemNo2=99, cost=59
Link3395: itemNo1=86, itemNo2=101, cost=28
Link3396: itemNo1=86, itemNo2=104, cost=82
Link3397: itemNo1=86, itemNo2=105, cost=10
Link3398: itemNo1=86, itemNo2=109, cost=81
Link3399: itemNo1=86, itemNo2=112, cost=84
Link3400: itemNo1=86, itemNo2=113, cost=20
Link3401: itemNo1=86, itemNo2=121, cost=58
Link3402: itemNo1=86, itemNo2=130, cost=96
Link3403: itemNo1=86, itemNo2=132, cost=44
Link3404: itemNo1=86, itemNo2=133, cost=73
Link3405: itemNo1=86, itemNo2=136, cost=44
Link3406: itemNo1=86, itemNo2=139, cost=73
Link3407: itemNo1=86, itemNo2=141, cost=62
Link3408: itemNo1=86, itemNo2=144, cost=94
Link3409: itemNo1=86, itemNo2=162, cost=98
Link3410: itemNo1=86, itemNo2=164, cost=73
Link3411: itemNo1=86, itemNo2=169, cost=9
Link3412: itemNo1=86, itemNo2=170, cost=31
Link3413: itemNo1=86, itemNo2=172, cost=20
Link3414: itemNo1=86, itemNo2=174, cost=96
Link3415: itemNo1=86, itemNo2=175, cost=57
Link3416: itemNo1=86, itemNo2=181, cost=91
Link3417: itemNo1=86, itemNo2=191, cost=40
Link3418: itemNo1=86, itemNo2=196, cost=14
Link3419: itemNo1=86, itemNo2=199, cost=94
Link3420: itemNo1=86, itemNo2=200, cost=74
Link3421: itemNo1=87, itemNo2=5, cost=97
Link3422: itemNo1=87, itemNo2=6, cost=69
Link3423: itemNo1=87, itemNo2=11, cost=53
Link3424: itemNo1=87, itemNo2=12, cost=7
Link3425: itemNo1=87, itemNo2=18, cost=60
Link3426: itemNo1=87, itemNo2=30, cost=46
Link3427: itemNo1=87, itemNo2=31, cost=79
Link3428: itemNo1=87, itemNo2=40, cost=6
Link3429: itemNo1=87, itemNo2=41, cost=94
Link3430: itemNo1=87, itemNo2=55, cost=90
Link3431: itemNo1=87, itemNo2=58, cost=3
Link3432: itemNo1=87, itemNo2=68, cost=51
Link3433: itemNo1=87, itemNo2=69, cost=13
Link3434: itemNo1=87, itemNo2=81, cost=84
Link3435: itemNo1=87, itemNo2=95, cost=57
Link3436: itemNo1=87, itemNo2=99, cost=98
Link3437: itemNo1=87, itemNo2=116, cost=66
Link3438: itemNo1=87, itemNo2=121, cost=65
Link3439: itemNo1=87, itemNo2=122, cost=57
Link3440: itemNo1=87, itemNo2=125, cost=93
Link3441: itemNo1=87, itemNo2=128, cost=86
Link3442: itemNo1=87, itemNo2=135, cost=57
Link3443: itemNo1=87, itemNo2=136, cost=72
Link3444: itemNo1=87, itemNo2=145, cost=6
Link3445: itemNo1=87, itemNo2=149, cost=35
Link3446: itemNo1=87, itemNo2=164, cost=36
Link3447: itemNo1=87, itemNo2=166, cost=91
Link3448: itemNo1=87, itemNo2=168, cost=85
Link3449: itemNo1=87, itemNo2=172, cost=83
Link3450: itemNo1=87, itemNo2=173, cost=58
Link3451: itemNo1=87, itemNo2=179, cost=33
Link3452: itemNo1=87, itemNo2=181, cost=83
Link3453: itemNo1=87, itemNo2=187, cost=83
Link3454: itemNo1=87, itemNo2=193, cost=10
Link3455: itemNo1=87, itemNo2=194, cost=32
Link3456: itemNo1=87, itemNo2=198, cost=79
Link3457: itemNo1=88, itemNo2=2, cost=85
Link3458: itemNo1=88, itemNo2=12, cost=82
Link3459: itemNo1=88, itemNo2=16, cost=36
Link3460: itemNo1=88, itemNo2=20, cost=20
Link3461: itemNo1=88, itemNo2=23, cost=96
Link3462: itemNo1=88, itemNo2=27, cost=53
Link3463: itemNo1=88, itemNo2=31, cost=63
Link3464: itemNo1=88, itemNo2=38, cost=6
Link3465: itemNo1=88, itemNo2=41, cost=34
Link3466: itemNo1=88, itemNo2=48, cost=1
Link3467: itemNo1=88, itemNo2=49, cost=96
Link3468: itemNo1=88, itemNo2=54, cost=22
Link3469: itemNo1=88, itemNo2=60, cost=81
Link3470: itemNo1=88, itemNo2=61, cost=33
Link3471: itemNo1=88, itemNo2=65, cost=27
Link3472: itemNo1=88, itemNo2=70, cost=9
Link3473: itemNo1=88, itemNo2=75, cost=93
Link3474: itemNo1=88, itemNo2=78, cost=79
Link3475: itemNo1=88, itemNo2=81, cost=71
Link3476: itemNo1=88, itemNo2=86, cost=79
Link3477: itemNo1=88, itemNo2=90, cost=92
Link3478: itemNo1=88, itemNo2=94, cost=36
Link3479: itemNo1=88, itemNo2=99, cost=79
Link3480: itemNo1=88, itemNo2=100, cost=53
Link3481: itemNo1=88, itemNo2=103, cost=14
Link3482: itemNo1=88, itemNo2=104, cost=62
Link3483: itemNo1=88, itemNo2=106, cost=3
Link3484: itemNo1=88, itemNo2=121, cost=35
Link3485: itemNo1=88, itemNo2=122, cost=48
Link3486: itemNo1=88, itemNo2=126, cost=35
Link3487: itemNo1=88, itemNo2=128, cost=63
Link3488: itemNo1=88, itemNo2=130, cost=66
Link3489: itemNo1=88, itemNo2=132, cost=15
Link3490: itemNo1=88, itemNo2=135, cost=87
Link3491: itemNo1=88, itemNo2=137, cost=36
Link3492: itemNo1=88, itemNo2=142, cost=44
Link3493: itemNo1=88, itemNo2=150, cost=61
Link3494: itemNo1=88, itemNo2=151, cost=91
Link3495: itemNo1=88, itemNo2=158, cost=61
Link3496: itemNo1=88, itemNo2=170, cost=43
Link3497: itemNo1=88, itemNo2=184, cost=40
Link3498: itemNo1=88, itemNo2=187, cost=82
Link3499: itemNo1=89, itemNo2=7, cost=78
Link3500: itemNo1=89, itemNo2=9, cost=50
Link3501: itemNo1=89, itemNo2=15, cost=18
Link3502: itemNo1=89, itemNo2=17, cost=51
Link3503: itemNo1=89, itemNo2=20, cost=34
Link3504: itemNo1=89, itemNo2=24, cost=96
Link3505: itemNo1=89, itemNo2=26, cost=44
Link3506: itemNo1=89, itemNo2=27, cost=91
Link3507: itemNo1=89, itemNo2=34, cost=66
Link3508: itemNo1=89, itemNo2=42, cost=25
Link3509: itemNo1=89, itemNo2=44, cost=48
Link3510: itemNo1=89, itemNo2=50, cost=53
Link3511: itemNo1=89, itemNo2=59, cost=90
Link3512: itemNo1=89, itemNo2=66, cost=59
Link3513: itemNo1=89, itemNo2=76, cost=65
Link3514: itemNo1=89, itemNo2=86, cost=2
Link3515: itemNo1=89, itemNo2=87, cost=18
Link3516: itemNo1=89, itemNo2=91, cost=72
Link3517: itemNo1=89, itemNo2=93, cost=50
Link3518: itemNo1=89, itemNo2=96, cost=61
Link3519: itemNo1=89, itemNo2=103, cost=37
Link3520: itemNo1=89, itemNo2=117, cost=13
Link3521: itemNo1=89, itemNo2=129, cost=46
Link3522: itemNo1=89, itemNo2=138, cost=30
Link3523: itemNo1=89, itemNo2=142, cost=50
Link3524: itemNo1=89, itemNo2=143, cost=42
Link3525: itemNo1=89, itemNo2=150, cost=39
Link3526: itemNo1=89, itemNo2=154, cost=44
Link3527: itemNo1=89, itemNo2=155, cost=39
Link3528: itemNo1=89, itemNo2=159, cost=41
Link3529: itemNo1=89, itemNo2=164, cost=91
Link3530: itemNo1=89, itemNo2=165, cost=29
Link3531: itemNo1=89, itemNo2=168, cost=79
Link3532: itemNo1=89, itemNo2=170, cost=78
Link3533: itemNo1=89, itemNo2=171, cost=22
Link3534: itemNo1=89, itemNo2=178, cost=6
Link3535: itemNo1=89, itemNo2=190, cost=41
Link3536: itemNo1=89, itemNo2=194, cost=41
Link3537: itemNo1=90, itemNo2=17, cost=7
Link3538: itemNo1=90, itemNo2=18, cost=6
Link3539: itemNo1=90, itemNo2=30, cost=91
Link3540: itemNo1=90, itemNo2=38, cost=85
Link3541: itemNo1=90, itemNo2=43, cost=45
Link3542: itemNo1=90, itemNo2=55, cost=37
Link3543: itemNo1=90, itemNo2=60, cost=15
Link3544: itemNo1=90, itemNo2=73, cost=30
Link3545: itemNo1=90, itemNo2=75, cost=3
Link3546: itemNo1=90, itemNo2=83, cost=92
Link3547: itemNo1=90, itemNo2=86, cost=69
Link3548: itemNo1=90, itemNo2=87, cost=87
Link3549: itemNo1=90, itemNo2=91, cost=90
Link3550: itemNo1=90, itemNo2=98, cost=31
Link3551: itemNo1=90, itemNo2=99, cost=89
Link3552: itemNo1=90, itemNo2=101, cost=69
Link3553: itemNo1=90, itemNo2=105, cost=36
Link3554: itemNo1=90, itemNo2=111, cost=10
Link3555: itemNo1=90, itemNo2=115, cost=23
Link3556: itemNo1=90, itemNo2=125, cost=19
Link3557: itemNo1=90, itemNo2=126, cost=78
Link3558: itemNo1=90, itemNo2=129, cost=71
Link3559: itemNo1=90, itemNo2=130, cost=66
Link3560: itemNo1=90, itemNo2=131, cost=14
Link3561: itemNo1=90, itemNo2=141, cost=5
Link3562: itemNo1=90, itemNo2=143, cost=53
Link3563: itemNo1=90, itemNo2=146, cost=29
Link3564: itemNo1=90, itemNo2=156, cost=14
Link3565: itemNo1=90, itemNo2=169, cost=75
Link3566: itemNo1=90, itemNo2=171, cost=13
Link3567: itemNo1=90, itemNo2=177, cost=77
Link3568: itemNo1=90, itemNo2=180, cost=80
Link3569: itemNo1=90, itemNo2=181, cost=87
Link3570: itemNo1=90, itemNo2=185, cost=30
Link3571: itemNo1=90, itemNo2=197, cost=89
Link3572: itemNo1=91, itemNo2=1, cost=24
Link3573: itemNo1=91, itemNo2=3, cost=51
Link3574: itemNo1=91, itemNo2=11, cost=39
Link3575: itemNo1=91, itemNo2=16, cost=37
Link3576: itemNo1=91, itemNo2=18, cost=21
Link3577: itemNo1=91, itemNo2=24, cost=49
Link3578: itemNo1=91, itemNo2=25, cost=21
Link3579: itemNo1=91, itemNo2=28, cost=27
Link3580: itemNo1=91, itemNo2=31, cost=76
Link3581: itemNo1=91, itemNo2=39, cost=34
Link3582: itemNo1=91, itemNo2=46, cost=98
Link3583: itemNo1=91, itemNo2=50, cost=27
Link3584: itemNo1=91, itemNo2=52, cost=36
Link3585: itemNo1=91, itemNo2=58, cost=32
Link3586: itemNo1=91, itemNo2=69, cost=94
Link3587: itemNo1=91, itemNo2=70, cost=5
Link3588: itemNo1=91, itemNo2=75, cost=28
Link3589: itemNo1=91, itemNo2=78, cost=12
Link3590: itemNo1=91, itemNo2=83, cost=57
Link3591: itemNo1=91, itemNo2=87, cost=84
Link3592: itemNo1=91, itemNo2=90, cost=8
Link3593: itemNo1=91, itemNo2=92, cost=85
Link3594: itemNo1=91, itemNo2=96, cost=84
Link3595: itemNo1=91, itemNo2=111, cost=88
Link3596: itemNo1=91, itemNo2=112, cost=60
Link3597: itemNo1=91, itemNo2=124, cost=92
Link3598: itemNo1=91, itemNo2=127, cost=11
Link3599: itemNo1=91, itemNo2=128, cost=37
Link3600: itemNo1=91, itemNo2=132, cost=6
Link3601: itemNo1=91, itemNo2=133, cost=25
Link3602: itemNo1=91, itemNo2=146, cost=52
Link3603: itemNo1=91, itemNo2=152, cost=39
Link3604: itemNo1=91, itemNo2=156, cost=65
Link3605: itemNo1=91, itemNo2=157, cost=57
Link3606: itemNo1=91, itemNo2=159, cost=47
Link3607: itemNo1=91, itemNo2=164, cost=9
Link3608: itemNo1=91, itemNo2=170, cost=44
Link3609: itemNo1=91, itemNo2=171, cost=72
Link3610: itemNo1=91, itemNo2=173, cost=95
Link3611: itemNo1=91, itemNo2=175, cost=17
Link3612: itemNo1=91, itemNo2=188, cost=2
Link3613: itemNo1=91, itemNo2=190, cost=18
Link3614: itemNo1=91, itemNo2=200, cost=21
Link3615: itemNo1=92, itemNo2=2, cost=79
Link3616: itemNo1=92, itemNo2=3, cost=97
Link3617: itemNo1=92, itemNo2=10, cost=48
Link3618: itemNo1=92, itemNo2=15, cost=65
Link3619: itemNo1=92, itemNo2=26, cost=34
Link3620: itemNo1=92, itemNo2=36, cost=6
Link3621: itemNo1=92, itemNo2=39, cost=81
Link3622: itemNo1=92, itemNo2=49, cost=57
Link3623: itemNo1=92, itemNo2=50, cost=80
Link3624: itemNo1=92, itemNo2=52, cost=4
Link3625: itemNo1=92, itemNo2=58, cost=28
Link3626: itemNo1=92, itemNo2=60, cost=18
Link3627: itemNo1=92, itemNo2=65, cost=12
Link3628: itemNo1=92, itemNo2=67, cost=17
Link3629: itemNo1=92, itemNo2=68, cost=75
Link3630: itemNo1=92, itemNo2=71, cost=11
Link3631: itemNo1=92, itemNo2=73, cost=50
Link3632: itemNo1=92, itemNo2=84, cost=98
Link3633: itemNo1=92, itemNo2=91, cost=83
Link3634: itemNo1=92, itemNo2=100, cost=16
Link3635: itemNo1=92, itemNo2=103, cost=42
Link3636: itemNo1=92, itemNo2=105, cost=53
Link3637: itemNo1=92, itemNo2=114, cost=48
Link3638: itemNo1=92, itemNo2=121, cost=14
Link3639: itemNo1=92, itemNo2=137, cost=97
Link3640: itemNo1=92, itemNo2=155, cost=25
Link3641: itemNo1=92, itemNo2=156, cost=17
Link3642: itemNo1=92, itemNo2=161, cost=96
Link3643: itemNo1=92, itemNo2=167, cost=19
Link3644: itemNo1=92, itemNo2=169, cost=94
Link3645: itemNo1=92, itemNo2=174, cost=49
Link3646: itemNo1=92, itemNo2=176, cost=76
Link3647: itemNo1=92, itemNo2=184, cost=19
Link3648: itemNo1=92, itemNo2=185, cost=3
Link3649: itemNo1=92, itemNo2=187, cost=70
Link3650: itemNo1=92, itemNo2=192, cost=24
Link3651: itemNo1=92, itemNo2=198, cost=46
Link3652: itemNo1=93, itemNo2=1, cost=31
Link3653: itemNo1=93, itemNo2=6, cost=94
Link3654: itemNo1=93, itemNo2=13, cost=29
Link3655: itemNo1=93, itemNo2=15, cost=8
Link3656: itemNo1=93, itemNo2=23, cost=72
Link3657: itemNo1=93, itemNo2=36, cost=40
Link3658: itemNo1=93, itemNo2=41, cost=34
Link3659: itemNo1=93, itemNo2=44, cost=35
Link3660: itemNo1=93, itemNo2=45, cost=69
Link3661: itemNo1=93, itemNo2=49, cost=64
Link3662: itemNo1=93, itemNo2=55, cost=96
Link3663: itemNo1=93, itemNo2=57, cost=26
Link3664: itemNo1=93, itemNo2=58, cost=65
Link3665: itemNo1=93, itemNo2=63, cost=81
Link3666: itemNo1=93, itemNo2=64, cost=53
Link3667: itemNo1=93, itemNo2=70, cost=9
Link3668: itemNo1=93, itemNo2=71, cost=19
Link3669: itemNo1=93, itemNo2=78, cost=60
Link3670: itemNo1=93, itemNo2=80, cost=39
Link3671: itemNo1=93, itemNo2=87, cost=21
Link3672: itemNo1=93, itemNo2=91, cost=91
Link3673: itemNo1=93, itemNo2=92, cost=27
Link3674: itemNo1=93, itemNo2=97, cost=86
Link3675: itemNo1=93, itemNo2=104, cost=31
Link3676: itemNo1=93, itemNo2=111, cost=60
Link3677: itemNo1=93, itemNo2=116, cost=50
Link3678: itemNo1=93, itemNo2=125, cost=69
Link3679: itemNo1=93, itemNo2=132, cost=8
Link3680: itemNo1=93, itemNo2=134, cost=48
Link3681: itemNo1=93, itemNo2=138, cost=73
Link3682: itemNo1=93, itemNo2=144, cost=63
Link3683: itemNo1=93, itemNo2=147, cost=96
Link3684: itemNo1=93, itemNo2=148, cost=48
Link3685: itemNo1=93, itemNo2=157, cost=56
Link3686: itemNo1=93, itemNo2=171, cost=55
Link3687: itemNo1=93, itemNo2=176, cost=99
Link3688: itemNo1=93, itemNo2=187, cost=60
Link3689: itemNo1=93, itemNo2=190, cost=74
Link3690: itemNo1=93, itemNo2=194, cost=16
Link3691: itemNo1=94, itemNo2=1, cost=11
Link3692: itemNo1=94, itemNo2=6, cost=46
Link3693: itemNo1=94, itemNo2=14, cost=56
Link3694: itemNo1=94, itemNo2=17, cost=14
Link3695: itemNo1=94, itemNo2=24, cost=43
Link3696: itemNo1=94, itemNo2=30, cost=53
Link3697: itemNo1=94, itemNo2=32, cost=17
Link3698: itemNo1=94, itemNo2=33, cost=47
Link3699: itemNo1=94, itemNo2=35, cost=73
Link3700: itemNo1=94, itemNo2=45, cost=71
Link3701: itemNo1=94, itemNo2=56, cost=91
Link3702: itemNo1=94, itemNo2=68, cost=27
Link3703: itemNo1=94, itemNo2=70, cost=81
Link3704: itemNo1=94, itemNo2=73, cost=50
Link3705: itemNo1=94, itemNo2=77, cost=52
Link3706: itemNo1=94, itemNo2=79, cost=45
Link3707: itemNo1=94, itemNo2=80, cost=46
Link3708: itemNo1=94, itemNo2=82, cost=30
Link3709: itemNo1=94, itemNo2=92, cost=72
Link3710: itemNo1=94, itemNo2=97, cost=67
Link3711: itemNo1=94, itemNo2=102, cost=6
Link3712: itemNo1=94, itemNo2=103, cost=28
Link3713: itemNo1=94, itemNo2=106, cost=42
Link3714: itemNo1=94, itemNo2=123, cost=14
Link3715: itemNo1=94, itemNo2=127, cost=63
Link3716: itemNo1=94, itemNo2=131, cost=86
Link3717: itemNo1=94, itemNo2=132, cost=41
Link3718: itemNo1=94, itemNo2=139, cost=53
Link3719: itemNo1=94, itemNo2=146, cost=6
Link3720: itemNo1=94, itemNo2=156, cost=40
Link3721: itemNo1=94, itemNo2=164, cost=52
Link3722: itemNo1=94, itemNo2=169, cost=90
Link3723: itemNo1=94, itemNo2=174, cost=67
Link3724: itemNo1=94, itemNo2=177, cost=35
Link3725: itemNo1=94, itemNo2=179, cost=30
Link3726: itemNo1=94, itemNo2=181, cost=6
Link3727: itemNo1=94, itemNo2=192, cost=38
Link3728: itemNo1=94, itemNo2=199, cost=20
Link3729: itemNo1=95, itemNo2=2, cost=16
Link3730: itemNo1=95, itemNo2=6, cost=8
Link3731: itemNo1=95, itemNo2=8, cost=65
Link3732: itemNo1=95, itemNo2=10, cost=40
Link3733: itemNo1=95, itemNo2=12, cost=30
Link3734: itemNo1=95, itemNo2=16, cost=89
Link3735: itemNo1=95, itemNo2=22, cost=35
Link3736: itemNo1=95, itemNo2=38, cost=26
Link3737: itemNo1=95, itemNo2=39, cost=16
Link3738: itemNo1=95, itemNo2=45, cost=3
Link3739: itemNo1=95, itemNo2=46, cost=16
Link3740: itemNo1=95, itemNo2=51, cost=90
Link3741: itemNo1=95, itemNo2=57, cost=70
Link3742: itemNo1=95, itemNo2=62, cost=20
Link3743: itemNo1=95, itemNo2=63, cost=13
Link3744: itemNo1=95, itemNo2=65, cost=51
Link3745: itemNo1=95, itemNo2=70, cost=36
Link3746: itemNo1=95, itemNo2=71, cost=72
Link3747: itemNo1=95, itemNo2=75, cost=4
Link3748: itemNo1=95, itemNo2=77, cost=13
Link3749: itemNo1=95, itemNo2=91, cost=91
Link3750: itemNo1=95, itemNo2=98, cost=17
Link3751: itemNo1=95, itemNo2=100, cost=78
Link3752: itemNo1=95, itemNo2=103, cost=62
Link3753: itemNo1=95, itemNo2=106, cost=37
Link3754: itemNo1=95, itemNo2=110, cost=95
Link3755: itemNo1=95, itemNo2=120, cost=29
Link3756: itemNo1=95, itemNo2=124, cost=53
Link3757: itemNo1=95, itemNo2=135, cost=55
Link3758: itemNo1=95, itemNo2=138, cost=93
Link3759: itemNo1=95, itemNo2=139, cost=73
Link3760: itemNo1=95, itemNo2=140, cost=29
Link3761: itemNo1=95, itemNo2=153, cost=84
Link3762: itemNo1=95, itemNo2=158, cost=30
Link3763: itemNo1=95, itemNo2=165, cost=19
Link3764: itemNo1=95, itemNo2=168, cost=46
Link3765: itemNo1=95, itemNo2=170, cost=25
Link3766: itemNo1=95, itemNo2=173, cost=80
Link3767: itemNo1=95, itemNo2=175, cost=68
Link3768: itemNo1=95, itemNo2=181, cost=82
Link3769: itemNo1=95, itemNo2=184, cost=87
Link3770: itemNo1=95, itemNo2=186, cost=23
Link3771: itemNo1=95, itemNo2=187, cost=86
Link3772: itemNo1=95, itemNo2=198, cost=31
Link3773: itemNo1=95, itemNo2=200, cost=26
Link3774: itemNo1=96, itemNo2=1, cost=46
Link3775: itemNo1=96, itemNo2=2, cost=8
Link3776: itemNo1=96, itemNo2=8, cost=18
Link3777: itemNo1=96, itemNo2=16, cost=33
Link3778: itemNo1=96, itemNo2=18, cost=20
Link3779: itemNo1=96, itemNo2=22, cost=66
Link3780: itemNo1=96, itemNo2=24, cost=92
Link3781: itemNo1=96, itemNo2=25, cost=55
Link3782: itemNo1=96, itemNo2=28, cost=87
Link3783: itemNo1=96, itemNo2=29, cost=69
Link3784: itemNo1=96, itemNo2=34, cost=72
Link3785: itemNo1=96, itemNo2=41, cost=74
Link3786: itemNo1=96, itemNo2=58, cost=85
Link3787: itemNo1=96, itemNo2=61, cost=5
Link3788: itemNo1=96, itemNo2=62, cost=14
Link3789: itemNo1=96, itemNo2=66, cost=65
Link3790: itemNo1=96, itemNo2=68, cost=73
Link3791: itemNo1=96, itemNo2=75, cost=15
Link3792: itemNo1=96, itemNo2=89, cost=49
Link3793: itemNo1=96, itemNo2=102, cost=45
Link3794: itemNo1=96, itemNo2=108, cost=85
Link3795: itemNo1=96, itemNo2=109, cost=28
Link3796: itemNo1=96, itemNo2=113, cost=66
Link3797: itemNo1=96, itemNo2=118, cost=76
Link3798: itemNo1=96, itemNo2=122, cost=33
Link3799: itemNo1=96, itemNo2=123, cost=59
Link3800: itemNo1=96, itemNo2=128, cost=6
Link3801: itemNo1=96, itemNo2=129, cost=35
Link3802: itemNo1=96, itemNo2=140, cost=91
Link3803: itemNo1=96, itemNo2=144, cost=16
Link3804: itemNo1=96, itemNo2=157, cost=90
Link3805: itemNo1=96, itemNo2=164, cost=72
Link3806: itemNo1=96, itemNo2=166, cost=21
Link3807: itemNo1=96, itemNo2=174, cost=34
Link3808: itemNo1=96, itemNo2=179, cost=99
Link3809: itemNo1=96, itemNo2=181, cost=56
Link3810: itemNo1=96, itemNo2=192, cost=9
Link3811: itemNo1=97, itemNo2=3, cost=6
Link3812: itemNo1=97, itemNo2=4, cost=98
Link3813: itemNo1=97, itemNo2=7, cost=99
Link3814: itemNo1=97, itemNo2=8, cost=30
Link3815: itemNo1=97, itemNo2=11, cost=24
Link3816: itemNo1=97, itemNo2=12, cost=25
Link3817: itemNo1=97, itemNo2=24, cost=19
Link3818: itemNo1=97, itemNo2=27, cost=27
Link3819: itemNo1=97, itemNo2=30, cost=36
Link3820: itemNo1=97, itemNo2=36, cost=87
Link3821: itemNo1=97, itemNo2=41, cost=21
Link3822: itemNo1=97, itemNo2=43, cost=41
Link3823: itemNo1=97, itemNo2=51, cost=87
Link3824: itemNo1=97, itemNo2=52, cost=18
Link3825: itemNo1=97, itemNo2=55, cost=94
Link3826: itemNo1=97, itemNo2=78, cost=75
Link3827: itemNo1=97, itemNo2=81, cost=87
Link3828: itemNo1=97, itemNo2=83, cost=84
Link3829: itemNo1=97, itemNo2=85, cost=19
Link3830: itemNo1=97, itemNo2=89, cost=22
Link3831: itemNo1=97, itemNo2=98, cost=45
Link3832: itemNo1=97, itemNo2=102, cost=46
Link3833: itemNo1=97, itemNo2=104, cost=70
Link3834: itemNo1=97, itemNo2=107, cost=25
Link3835: itemNo1=97, itemNo2=113, cost=70
Link3836: itemNo1=97, itemNo2=115, cost=76
Link3837: itemNo1=97, itemNo2=116, cost=57
Link3838: itemNo1=97, itemNo2=120, cost=30
Link3839: itemNo1=97, itemNo2=122, cost=72
Link3840: itemNo1=97, itemNo2=123, cost=52
Link3841: itemNo1=97, itemNo2=134, cost=17
Link3842: itemNo1=97, itemNo2=138, cost=83
Link3843: itemNo1=97, itemNo2=142, cost=70
Link3844: itemNo1=97, itemNo2=148, cost=29
Link3845: itemNo1=97, itemNo2=151, cost=43
Link3846: itemNo1=97, itemNo2=156, cost=99
Link3847: itemNo1=97, itemNo2=158, cost=18
Link3848: itemNo1=97, itemNo2=167, cost=70
Link3849: itemNo1=97, itemNo2=168, cost=3
Link3850: itemNo1=97, itemNo2=169, cost=33
Link3851: itemNo1=97, itemNo2=171, cost=96
Link3852: itemNo1=97, itemNo2=174, cost=75
Link3853: itemNo1=97, itemNo2=178, cost=27
Link3854: itemNo1=97, itemNo2=180, cost=41
Link3855: itemNo1=97, itemNo2=186, cost=33
Link3856: itemNo1=97, itemNo2=191, cost=13
Link3857: itemNo1=97, itemNo2=199, cost=76
Link3858: itemNo1=98, itemNo2=42, cost=10
Link3859: itemNo1=98, itemNo2=47, cost=61
Link3860: itemNo1=98, itemNo2=49, cost=8
Link3861: itemNo1=98, itemNo2=66, cost=23
Link3862: itemNo1=98, itemNo2=71, cost=52
Link3863: itemNo1=98, itemNo2=72, cost=6
Link3864: itemNo1=98, itemNo2=77, cost=32
Link3865: itemNo1=98, itemNo2=84, cost=41
Link3866: itemNo1=98, itemNo2=88, cost=89
Link3867: itemNo1=98, itemNo2=89, cost=9
Link3868: itemNo1=98, itemNo2=90, cost=11
Link3869: itemNo1=98, itemNo2=91, cost=42
Link3870: itemNo1=98, itemNo2=92, cost=51
Link3871: itemNo1=98, itemNo2=94, cost=53
Link3872: itemNo1=98, itemNo2=95, cost=90
Link3873: itemNo1=98, itemNo2=96, cost=27
Link3874: itemNo1=98, itemNo2=97, cost=81
Link3875: itemNo1=98, itemNo2=102, cost=66
Link3876: itemNo1=98, itemNo2=106, cost=71
Link3877: itemNo1=98, itemNo2=112, cost=59
Link3878: itemNo1=98, itemNo2=115, cost=51
Link3879: itemNo1=98, itemNo2=118, cost=24
Link3880: itemNo1=98, itemNo2=119, cost=63
Link3881: itemNo1=98, itemNo2=124, cost=45
Link3882: itemNo1=98, itemNo2=125, cost=96
Link3883: itemNo1=98, itemNo2=129, cost=32
Link3884: itemNo1=98, itemNo2=130, cost=55
